# Valcom Network Clock IP Addresses,
# One IP per line. Lines starting with # are comments.,
,
# IP Address,# Room
10.151.0.163,B1
10.151.0.164,B2
10.151.0.165,B3
10.151.0.166,B4
10.151.0.167,B5
10.151.0.169,B6
10.151.0.170,B7
10.151.0.171,B8
10.151.0.172,B9
10.151.0.173,B10
10.151.0.157,B11
10.151.0.176,B13
10.151.0.177,B14
10.151.0.178,C0
10.151.0.179,C1
10.151.0.180,C2
10.151.0.181,C3
10.151.0.182,C4
10.151.0.183,D2
10.151.0.184,D3
10.151.0.185,D4
10.151.0.168,K1
